客户ID,是否流失
150398,0.6034866666666667
150399,0.5541533333333333
150400,0.15876666666666667
150401,0.05640666666666667
150402,0.2023333333333333
150403,0.5270266666666666
150404,0.34417333333333333
150405,0.7799666666666667
150406,0.0884
150407,0.22755999999999998
150408,0.66864
150409,0.5548733333333333
150410,0.048913333333333336
150411,0.01286
150412,0.67652
150413,0.84948
150414,0.7570366666666667
150415,0.38593999999999995
150416,0.09015333333333334
150417,0.3947366666666667
150418,0.64242
150419,0.19305333333333333
150420,0.8112666666666666
150421,0.5956333333333333
150422,0.85899
150423,0.44792
150424,0.07332666666666666
150425,0.11067666666666667
150426,0.25203333333333333
150427,0.9109066666666666
150428,0.4081
150429,0.6518966666666667
150430,0.23020000000000002
150431,0.69881
150432,0.4238133333333333
150433,0.6917966666666666
150434,0.7020733333333333
150435,0.13481666666666667
150436,0.58746
150437,0.38598666666666664
150438,0.28503333333333336
150439,0.6139033333333334
150440,0.7063666666666666
150441,0.7022666666666666
150442,0.5235933333333332
150443,0.53264
150444,0.6619466666666667
150445,0.029113333333333335
150446,0.49252
150447,0.87008
150448,0.9285399999999999
150449,0.4923466666666667
150450,0.7384333333333333
150451,0.4013
150452,0.7343333333333333
150453,0.31826666666666664
150454,0.39990000000000003
150455,0.9821133333333334
150456,0.7442599999999999
150457,0.40565666666666667
150458,0.39375333333333334
150459,0.21115333333333333
150460,0.11054
150461,0.47151999999999994
150462,0.8394999999999999
150463,0.20908666666666667
150464,0.08693333333333333
150465,0.4132
150466,0.52482
150467,0.22032000000000002
150468,0.6683933333333334
150469,0.44673333333333337
150470,0.8362533333333333
150471,0.21106
150472,0.39205333333333336
150473,0.40358
150474,0.11442666666666668
150475,0.8129
150476,0.022926666666666665
150477,0.54216
150478,0.13237333333333334
150479,0.34032
150480,0.3314066666666667
150481,0.8733533333333333
150482,0.31500666666666666
150483,0.8035466666666666
150484,0.19561666666666666
150485,0.17539333333333335
150486,0.02074666666666667
150487,0.16030666666666665
150488,0.7010366666666668
150489,0.2264
150490,0.45672666666666667
150491,0.05924666666666667
150492,0.13034666666666667
150493,0.2928733333333333
150494,0.81226
150495,0.7185433333333333
150496,0.08047333333333334
150497,0.27437333333333336
150498,0.8403733333333334
150499,0.44311333333333336
150500,0.7753266666666666
150501,0.64998
150502,0.7616733333333333
150503,0.51948
150504,0.2440466666666667
150505,0.4082266666666666
150506,0.50232
150507,0.17105333333333334
150508,0.04764666666666667
150509,0.6401266666666667
150510,0.012539999999999999
150511,0.9293399999999999
150512,0.4384
150513,0.7623800000000001
150514,0.9049866666666666
150515,0.09117666666666667
150516,0.7150766666666666
150517,0.07647333333333334
150518,0.8355666666666668
150519,0.27796
150520,0.23163333333333333
150521,0.9479266666666666
150522,0.3764733333333333
150523,0.9799933333333333
150524,0.95878
150525,0.3572533333333333
150526,0.07436666666666666
150527,0.5072933333333334
150528,0.23877333333333334
150529,0.32875333333333334
150530,0.24230000000000002
150531,0.7980266666666667
150532,0.1775
150533,0.13452666666666666
150534,0.32720000000000005
150535,0.4210733333333333
150536,0.49426000000000003
150537,0.6101733333333333
150538,0.7222233333333334
150539,0.6793399999999999
150540,0.30044000000000004
150541,0.08600666666666666
150542,0.26599666666666666
150543,0.5690999999999999
150544,0.5253466666666666
150545,0.9182400000000001
150546,0.34226
150547,0.14876666666666666
150548,0.25660666666666665
150549,0.036046666666666664
150550,0.08375333333333335
150551,0.57714
150552,0.68154
150553,0.7661933333333333
150554,0.09936666666666666
150555,0.6812466666666667
150556,0.4921266666666666
150557,0.33365333333333336
150558,0.3504933333333333
150559,0.8941333333333333
150560,0.04752666666666667
150561,0.5947733333333334
150562,0.57788
150563,0.35509333333333337
150564,0.18784
150565,0.15827999999999998
150566,0.25544
150567,0.7634333333333333
150568,0.6701466666666667
150569,0.5006866666666667
150570,0.9568666666666666
150571,0.1454
150572,0.9035466666666667
150573,0.32487333333333335
150574,0.7734266666666667
150575,0.5275933333333334
150576,0.3300666666666667
150577,0.89575
150578,0.6209800000000001
150579,0.6731
150580,0.6916066666666667
150581,0.9143866666666667
150582,0.9548266666666667
150583,0.4275466666666667
150584,0.3624866666666666
150585,0.3789
150586,0.5553699999999999
150587,0.6898666666666666
150588,0.07925333333333333
150589,0.4711066666666667
150590,0.0031799999999999997
150591,0.8164666666666667
150592,0.5701200000000001
150593,0.9510666666666667
150594,0.5910133333333334
150595,0.14179333333333333
150596,0.7600800000000001
150597,0.9088733333333334
150598,0.9152199999999999
150599,0.12945333333333334
150600,0.8772733333333333
150601,0.33253333333333335
150602,0.08187333333333333
150603,0.9483866666666667
150604,0.21358
150605,0.9122800000000001
150606,0.9522166666666667
150607,0.2336966666666667
150608,0.5670666666666667
150609,0.27262000000000003
150610,0.8711133333333334
150611,0.5105066666666667
150612,0.8796733333333333
150613,0.71194
150614,0.26844666666666667
150615,0.24184666666666665
150616,0.9071366666666667
150617,0.8095
150618,0.38249333333333335
150619,0.20902666666666667
150620,0.3882066666666667
150621,0.07686666666666667
150622,0.6515166666666667
150623,0.47876
150624,0.59842
150625,0.8031066666666666
150626,0.15078666666666668
150627,0.31731333333333334
150628,0.82946
150629,0.18477333333333334
150630,0.7950200000000001
150631,0.20493333333333336
150632,0.8272966666666667
150633,0.6702
150634,0.25706
150635,0.8536266666666666
150636,0.07181333333333334
150637,0.56418
150638,0.9919466666666668
150639,0.95448
150640,0.82446
150641,0.9747266666666667
150642,0.3001733333333333
150643,0.9651266666666667
150644,0.13404
150645,0.8624066666666667
150646,0.9051
150647,0.7069733333333333
150648,0.012753333333333332
150649,0.7363733333333333
150650,0.5997933333333334
150651,0.6765966666666667
150652,0.55762
150653,0.4838266666666667
150654,0.23456
150655,0.28290666666666664
150656,0.8974666666666666
150657,0.29584
150658,0.24262
150659,0.21359999999999998
150660,0.6643533333333334
150661,0.28004666666666667
150662,0.17669333333333334
150663,0.057300000000000004
150664,0.3645733333333333
150665,0.69268
150666,0.8720666666666667
150667,0.7170266666666667
150668,0.31572666666666666
150669,0.5987066666666667
150670,0.8525166666666667
150671,0.96436
150672,0.0015933333333333333
150673,0.7827866666666666
150674,0.4841
150675,0.19421333333333335
150676,0.8991733333333334
150677,0.9983200000000001
150678,0.69218
150679,0.5016866666666666
150680,0.15191333333333332
150681,0.23904333333333333
150682,0.9370066666666667
150683,0.9555466666666665
150684,0.9448799999999999
150685,0.5567933333333334
150686,0.81044
150687,0.25684
150688,0.5784766666666668
150689,0.47812
150690,0.07947333333333334
150691,0.26447333333333334
150692,0.6736199999999999
150693,0.8478866666666666
150694,0.9479466666666667
150695,0.15949999999999998
150696,0.9725533333333334
150697,0.6809533333333333
150698,0.6527799999999999
150699,0.9690166666666666
150700,0.4732533333333333
150701,0.5098333333333334
150702,0.3675333333333333
150703,0.22078666666666666
150704,0.3172366666666666
150705,0.7230066666666667
150706,0.7625866666666667
150707,0.8396399999999999
150708,0.6156866666666667
150709,0.15153333333333335
150710,0.6135066666666666
150711,0.9064933333333334
150712,0.45414
150713,0.24702666666666667
150714,0.25010666666666664
150715,0.29890666666666665
150716,0.19077999999999998
150717,0.66582
150718,0.49196000000000006
150719,0.43974
150720,0.39478
150721,0.03474666666666666
150722,0.46404666666666666
150723,0.43293333333333334
150724,0.10509333333333334
150725,0.5115999999999999
150726,0.46155333333333337
150727,0.41523333333333334
150728,0.31962
150729,0.6897133333333333
150730,0.7514799999999999
150731,0.7349833333333333
150732,0.09683333333333333
150733,0.4337333333333333
150734,0.39592666666666665
150735,0.07168666666666668
150736,0.7926733333333333
150737,0.56494
150738,0.16061999999999999
150739,0.09792666666666668
150740,0.8792866666666665
150741,0.8447933333333333
150742,0.04351666666666666
150743,0.5101066666666667
150744,0.23615333333333333
150745,0.09843333333333332
150746,0.20714
150747,0.14686666666666667
150748,0.35805333333333333
150749,0.9374
150750,0.12320666666666667
150751,0.4161533333333334
150752,0.5265533333333333
150753,0.27296
150754,0.09406666666666666
150755,0.19340333333333332
150756,0.10628
150757,0.30134
150758,0.7676533333333333
150759,0.1388
150760,0.10034333333333334
150761,0.7712333333333334
150762,0.28796
150763,0.7800800000000001
150764,0.3911366666666667
150765,0.8712266666666667
150766,0.30368666666666666
150767,0.15986333333333333
150768,0.30364
150769,0.05903666666666667
150770,0.9745733333333333
150771,0.5706866666666667
150772,0.5441733333333334
150773,0.21284666666666668
150774,0.22269333333333335
150775,0.57682
150776,0.6848000000000001
150777,0.5380199999999999
150778,0.20337666666666665
150779,0.71516
150780,0.45016999999999996
150781,0.67954
150782,0.3916533333333333
150783,0.29372333333333334
150784,0.4664466666666667
150785,0.7028733333333332
150786,0.15008
150787,0.6254066666666667
150788,0.6243000000000001
150789,0.5666333333333333
150790,0.45492666666666665
150791,0.10382333333333334
150792,0.06525333333333333
150793,0.9805733333333333
150794,0.6776333333333333
150795,0.24603333333333333
150796,0.6749933333333333
150797,0.01446
150798,0.5737133333333334
150799,0.3205133333333334
150800,0.74604
150801,0.12062
150802,0.14062666666666668
150803,0.6309933333333333
150804,0.7157333333333333
150805,0.41978
150806,0.20607333333333333
150807,0.36097999999999997
150808,0.23856000000000002
150809,0.3973066666666667
150810,0.36478
150811,0.6393599999999999
150812,0.21358666666666667
150813,0.8912733333333334
150814,0.2540266666666667
150815,0.23620666666666668
150816,0.38070666666666664
150817,0.40882
150818,0.1079
150819,0.36412
150820,0.7522333333333333
150821,0.05869333333333333
150822,0.79413
150823,0.633
150824,0.5410033333333333
150825,0.8062066666666667
150826,0.8173933333333333
150827,0.6817733333333333
150828,0.17992666666666668
150829,0.6802466666666667
150830,0.05882666666666667
150831,0.5204599999999999
150832,0.33853
150833,0.7275400000000001
150834,0.5972666666666667
150835,0.08424000000000001
150836,0.016093333333333334
150837,0.9250466666666667
150838,0.6917466666666667
150839,0.03796666666666666
150840,0.24127333333333334
150841,0.12473333333333333
150842,0.16713333333333333
150843,0.14248
150844,0.027653333333333332
150845,0.04745666666666666
150846,0.8116
150847,0.1906
150848,0.5269
150849,0.19668000000000002
150850,0.15167666666666665
150851,0.24846000000000001
150852,0.75438
150853,0.52002
150854,0.2683
150855,0.3284066666666667
150856,0.8333733333333333
150857,0.0644
150858,0.50749
150859,0.4283666666666667
150860,0.77872
150861,0.89716
150862,0.8120366666666667
150863,0.4085533333333333
150864,0.42886
150865,0.0051400000000000005
150866,0.48772000000000004
150867,0.04576
150868,0.2555733333333333
150869,0.66274
150870,0.24181666666666668
150871,0.7413333333333334
150872,0.57304
150873,0.8874133333333333
150874,0.7822533333333332
150875,0.7244200000000001
150876,0.6091133333333334
150877,0.37276
150878,0.18527333333333335
150879,0.29427333333333333
150880,0.33509333333333335
150881,0.31676666666666664
150882,0.04208666666666667
150883,0.83326
150884,0.6674800000000001
150885,0.9702133333333333
150886,0.11447333333333334
150887,0.63728
150888,0.10817333333333333
150889,0.20357999999999998
150890,0.80198
150891,0.6658733333333333
150892,0.29338
150893,0.86732
150894,0.06756000000000001
150895,0.27054333333333336
150896,0.02143
150897,0.38692666666666664
150898,0.4139
150899,0.04564666666666667
150900,0.14378000000000002
150901,0.90778
150902,0.22086666666666668
150903,0.6120733333333332
150904,0.05254666666666667
150905,0.4531533333333334
150906,0.6032433333333334
150907,0.55194
150908,0.8696999999999999
150909,0.89604
150910,0.15403333333333333
150911,0.6244066666666667
150912,0.7256400000000001
150913,0.14961999999999998
150914,0.9942866666666667
150915,0.5766333333333333
150916,0.048920000000000005
150917,0.84928
150918,0.6146933333333333
150919,0.81158
150920,0.59103
150921,0.7365633333333332
150922,0.24813333333333332
150923,0.13952666666666666
150924,0.09958
150925,0.3507
150926,0.5654
150927,0.5375066666666667
150928,0.5382233333333333
150929,0.15144666666666667
150930,0.4232666666666667
150931,0.30560666666666664
150932,0.6224466666666666
150933,0.6196366666666667
150934,0.80942
150935,0.01032
150936,0.09319999999999999
150937,0.7585466666666667
150938,0.2733933333333333
150939,0.39642
150940,0.33154666666666666
150941,0.07275999999999999
150942,0.8415333333333332
150943,0.11710666666666666
150944,0.052180000000000004
150945,0.9025866666666666
150946,0.45012
150947,0.6299399999999999
150948,0.8600333333333333
150949,0.025786666666666666
150950,0.72312
150951,0.7500266666666666
150952,0.2917133333333333
150953,0.7982066666666666
150954,0.43757333333333337
150955,0.19396
150956,0.040633333333333334
150957,0.39411
150958,0.3922
150959,0.25606
150960,0.3312833333333334
150961,0.7963833333333332
150962,0.73214
150963,0.11831333333333333
150964,0.8555133333333333
150965,0.6141833333333333
150966,0.77641
150967,0.62068
150968,0.8490933333333334
150969,0.21544666666666665
150970,0.37756
150971,0.09644666666666667
150972,0.7181599999999999
150973,0.69524
150974,0.44820666666666664
150975,0.5222
150976,0.9056133333333334
150977,0.41291333333333335
150978,0.8558633333333333
150979,0.5989666666666666
150980,0.4013
150981,0.7938333333333334
150982,0.07642666666666667
150983,0.03814666666666666
150984,0.48514
150985,0.98656
150986,0.20666666666666667
150987,0.03818
150988,0.16361333333333333
150989,0.07720666666666667
150990,0.2819333333333333
150991,0.1326
150992,0.6719200000000001
150993,0.7667
150994,0.41814666666666667
150995,0.9194933333333333
150996,0.18687333333333334
150997,0.06471333333333333
150998,0.8538999999999999
150999,0.32194666666666666
151000,0.31226
151001,0.13696666666666668
151002,0.33708
151003,0.3111833333333333
151004,0.7940666666666667
151005,0.9339066666666667
151006,0.2459
151007,0.6225266666666667
151008,0.67236
151009,0.2817033333333333
151010,0.42024666666666666
151011,0.5602133333333335
151012,0.32455333333333336
151013,0.08615333333333333
151014,0.9940166666666668
151015,0.8024933333333333
151016,0.5179400000000001
151017,0.47100666666666663
151018,0.25668
151019,0.6116766666666666
151020,0.00892
151021,0.49606666666666666
151022,0.35840666666666665
151023,0.47350333333333333
151024,0.31589333333333336
151025,0.97052
151026,0.18585333333333334
151027,0.12480666666666668
151028,0.8080866666666666
151029,0.7370933333333334
151030,0.4604933333333333
151031,0.5935466666666667
151032,0.07144
151033,0.72968
151034,0.3926266666666667
151035,0.46518
151036,0.21796000000000001
151037,0.9855
151038,0.25028666666666666
151039,0.9112
151040,0.6510466666666667
151041,0.6132066666666667
151042,0.7948066666666667
151043,0.5152399999999999
151044,0.057306666666666665
151045,0.74764
151046,0.11237
151047,0.09418666666666667
151048,0.7272866666666666
151049,0.79266
151050,0.25934666666666667
151051,0.09557333333333334
151052,0.4552666666666666
151053,0.21006666666666665
151054,0.15512
151055,0.891
151056,0.38458666666666663
151057,0.33424
151058,0.4415
151059,0.8043866666666667
151060,0.7304600000000001
151061,0.5994533333333333
151062,0.97851
151063,0.5187733333333333
151064,0.8533333333333333
151065,0.06084
151066,0.047053333333333336
151067,0.6917333333333333
151068,0.27458666666666665
151069,0.6831533333333333
151070,0.5400333333333334
151071,0.4542333333333333
151072,0.5206333333333333
151073,0.5639933333333333
151074,0.03874
151075,0.6314333333333333
151076,0.9975133333333333
151077,0.7712066666666667
151078,0.11768666666666666
151079,0.7580333333333333
151080,0.40285333333333334
151081,0.6808266666666667
151082,0.5989533333333333
151083,0.09286
151084,0.07902
151085,0.8994266666666666
151086,0.6052333333333333
151087,0.56534
151088,0.11020666666666667
151089,0.65508
151090,0.27660666666666667
151091,0.5353666666666667
151092,0.7831466666666667
151093,0.7981166666666666
151094,0.7428
151095,0.14208666666666664
151096,0.15345999999999999
151097,0.6752933333333334
151098,0.11965333333333333
151099,0.7598466666666666
151100,0.80288
151101,0.9799366666666667
151102,0.28216
151103,0.45355666666666666
151104,0.3223933333333333
151105,0.08786666666666668
151106,0.4699066666666667
151107,0.89356
151108,0.4178466666666667
151109,0.48247
151110,0.65322
151111,0.18115333333333333
151112,0.7671166666666667
151113,0.7844800000000001
151114,0.8434933333333333
151115,0.6786966666666666
151116,0.88768
151117,0.59186
151118,0.06053666666666667
151119,0.60612
151120,0.16335333333333335
151121,0.8512533333333332
151122,0.3001933333333333
151123,0.059219999999999995
151124,0.014653333333333334
151125,0.6362699999999999
151126,0.21057333333333336
151127,0.5544866666666667
151128,0.43800000000000006
151129,0.19705333333333333
151130,0.2980466666666667
151131,0.24908
151132,0.4762
151133,0.8722399999999999
151134,0.38636666666666664
151135,0.9133266666666666
151136,0.8261000000000001
151137,0.5379200000000001
151138,0.6180933333333334
151139,0.05047333333333333
151140,0.63222
151141,0.8272066666666666
151142,0.13112
151143,0.4361933333333333
151144,0.98612
151145,0.78956
151146,0.87876
151147,0.19008333333333333
151148,0.4483333333333333
151149,0.12026666666666666
151150,0.7465866666666667
151151,0.48088
151152,0.004833333333333334
151153,0.7940466666666666
151154,0.85295
151155,0.14336666666666664
151156,0.33542000000000005
151157,0.4945333333333333
151158,0.21915333333333334
151159,0.8298566666666667
151160,0.3953066666666667
151161,0.5499466666666667
151162,0.9894466666666667
151163,0.48586666666666667
151164,0.4294066666666667
151165,0.4887066666666667
151166,0.8601066666666666
151167,0.6799666666666666
151168,0.45353333333333334
151169,0.002033333333333333
151170,0.28480000000000005
151171,0.6868399999999999
151172,0.014520000000000002
151173,0.48895333333333335
151174,0.93124
151175,0.013473333333333334
151176,0.8172733333333333
151177,0.7376966666666667
151178,0.96898
151179,0.74834
151180,0.20557999999999998
151181,0.4990266666666667
151182,0.5878533333333333
151183,0.11153333333333333
151184,0.73952
151185,0.16162
151186,0.9969733333333334
151187,0.9413800000000001
151188,0.62886
151189,0.8211599999999999
151190,0.9545066666666667
151191,0.5436000000000001
151192,0.14001666666666668
151193,0.2489866666666667
151194,0.03552
151195,0.48140666666666665
151196,0.7041666666666666
151197,0.5006466666666667
151198,0.4737133333333333
151199,0.11765999999999999
151200,0.7707233333333333
151201,0.7242933333333332
151202,0.3000533333333333
151203,0.8861466666666666
151204,0.21242
151205,0.5930066666666667
151206,0.014446666666666667
151207,0.7366466666666667
151208,0.40792666666666666
151209,0.21356
151210,0.5600733333333333
151211,0.5969
151212,0.22082333333333332
151213,0.39292666666666665
151214,0.46648666666666666
151215,0.8044333333333333
151216,0.64584
151217,0.29254
151218,0.18180666666666667
151219,0.9355666666666667
151220,0.5196066666666667
151221,0.010913333333333334
151222,0.4093
151223,0.3859666666666667
151224,0.4159933333333333
151225,0.9697933333333333
151226,0.89222
151227,0.55596
151228,0.29505333333333333
151229,0.5958333333333333
151230,0.019893333333333332
151231,0.71272
151232,0.6931
151233,0.86016
151234,0.81455
151235,0.8864799999999999
151236,0.151
151237,0.4087133333333333
151238,0.78722
151239,0.7835866666666667
151240,0.7687066666666666
151241,0.12122
151242,0.48733333333333334
151243,0.8909400000000001
151244,0.14927333333333334
151245,0.7210666666666667
151246,0.8695033333333333
151247,0.8093733333333333
151248,0.15661999999999998
151249,0.08653999999999999
151250,0.8868466666666667
151251,0.77042
151252,0.84218
151253,0.06650666666666667
151254,0.22992666666666667
151255,0.82797
151256,0.23370666666666667
151257,0.006906666666666667
151258,0.022466666666666666
151259,0.12227333333333333
151260,0.20317
151261,0.32974000000000003
151262,0.7682466666666666
151263,0.8271733333333333
151264,0.10885
151265,0.55532
151266,0.24169
151267,0.48036
151268,0.5295666666666667
151269,0.36333333333333334
151270,0.5233566666666667
151271,0.7205233333333334
151272,0.4557433333333334
151273,0.7032333333333334
